ID,Name_KR,Name_EN,Category,Sub_Category,Desc_KR,Desc_EN,Atlas_Name,Atk_Power,Stamina_Restore,Part_Type,Update_Cycle,Associated_Ability,Job_Unlock_ID
tl_net_hickory_gold_diamond,다이아몬드 히코리 금 곤충 채집망,Diamond Hickory Gold Bug Net,weapon,Bug Net,금,,tools.png,,,,,abl_ins,
tl_ham_hickory_gold,히코리 금 망치,Hickory Gold Hammer,weapon,Hammer,금,,tools.png,,,,,Hammer,
tl_ham_hickory_gold_amethyst,자수정 히코리 금 망치,Amethyst Hickory Gold Hammer,weapon,Hammer,금,,tools.png,,,,,Hammer,
tl_ham_hickory_gold_topaz,토파즈 히코리 금 망치,Topaz Hickory Gold Hammer,weapon,Hammer,금,,tools.png,,,,,Hammer,
tl_ham_hickory_gold_emerald,에메랄드 히코리 금 망치,Emerald Hickory Gold Hammer,weapon,Hammer,금,,tools.png,,,,,Hammer,
tl_ham_hickory_gold_ruby,루비 히코리 금 망치,Ruby Hickory Gold Hammer,weapon,Hammer,금,,tools.png,,,,,Hammer,
tl_ham_hickory_gold_diamond,다이아몬드 히코리 금 망치,Diamond Hickory Gold Hammer,weapon,Hammer,금,,tools.png,,,,,Hammer,
tl_hoe_hickory_gold,히코리 금 호미,Hickory Gold Hoe,weapon,Hoe,금,,tools.png,,,,,abl_gat,
tl_hoe_hickory_gold_amethyst,자수정 히코리 금 호미,Amethyst Hickory Gold Hoe,weapon,Hoe,금,,tools.png,,,,,abl_gat,
tl_hoe_hickory_gold_topaz,토파즈 히코리 금 호미,Topaz Hickory Gold Hoe,weapon,Hoe,금,,tools.png,,,,,abl_gat,
tl_hoe_hickory_gold_emerald,에메랄드 히코리 금 호미,Emerald Hickory Gold Hoe,weapon,Hoe,금,,tools.png,,,,,abl_gat,
tl_hoe_hickory_gold_ruby,루비 히코리 금 호미,Ruby Hickory Gold Hoe,weapon,Hoe,금,,tools.png,,,,,abl_gat,
tl_hoe_hickory_gold_diamond,다이아몬드 히코리 금 호미,Diamond Hickory Gold Hoe,weapon,Hoe,금,,tools.png,,,,,abl_gat,
tl_sho_hickory_gold,히코리 금 삽,Hickory Gold Shovel,weapon,Shovel,금,,tools.png,,,,,Shovel,
tl_sho_hickory_gold_amethyst,자수정 히코리 금 삽,Amethyst Hickory Gold Shovel,weapon,Shovel,금,,tools.png,,,,,Shovel,
tl_sho_hickory_gold_topaz,토파즈 히코리 금 삽,Topaz Hickory Gold Shovel,weapon,Shovel,금,,tools.png,,,,,Shovel,
tl_sho_hickory_gold_emerald,에메랄드 히코리 금 삽,Emerald Hickory Gold Shovel,weapon,Shovel,금,,tools.png,,,,,Shovel,
tl_sho_hickory_gold_ruby,루비 히코리 금 삽,Ruby Hickory Gold Shovel,weapon,Shovel,금,,tools.png,,,,,Shovel,
tl_sho_hickory_gold_diamond,다이아몬드 히코리 금 삽,Diamond Hickory Gold Shovel,weapon,Shovel,금,,tools.png,,,,,Shovel,
tl_wat_hickory_gold,히코리 금 물뿌리개,Hickory Gold Watering Can,weapon,Watering Can,금,,tools.png,,,,,Watering Can,
tl_wat_hickory_gold_amethyst,자수정 히코리 금 물뿌리개,Amethyst Hickory Gold Watering Can,weapon,Watering Can,금,,tools.png,,,,,Watering Can,
tl_wat_hickory_gold_topaz,토파즈 히코리 금 물뿌리개,Topaz Hickory Gold Watering Can,weapon,Watering Can,금,,tools.png,,,,,Watering Can,
tl_wat_hickory_gold_emerald,에메랄드 히코리 금 물뿌리개,Emerald Hickory Gold Watering Can,weapon,Watering Can,금,,tools.png,,,,,Watering Can,
tl_wat_hickory_gold_ruby,루비 히코리 금 물뿌리개,Ruby Hickory Gold Watering Can,weapon,Watering Can,금,,tools.png,,,,,Watering Can,
tl_wat_hickory_gold_diamond,다이아몬드 히코리 금 물뿌리개,Diamond Hickory Gold Watering Can,weapon,Watering Can,금,,tools.png,,,,,Watering Can,
tl_rod_pine,소나무 낚싯대,Pine Fishing Rod,weapon,Fishing Rod,,,tools.png,,,,,abl_fis,
tl_rod_pine_tin,소나무 주석 낚싯대,Pine Tin Fishing Rod,weapon,Fishing Rod,주석,,tools.png,,,,,abl_fis,
tl_rod_pine_tin_linen,소나무 주석 아마 낚싯대,Pine Tin Linen Fishing Rod,weapon,Fishing Rod,주석,아마,tools.png,,,,,abl_fis,
tl_rod_pine_tin_cotton,소나무 주석 목화 낚싯대,Pine Tin Cotton Fishing Rod,weapon,Fishing Rod,주석,목화,tools.png,,,,,abl_fis,
tl_rod_pine_tin_hemp,소나무 주석 삼베 낚싯대,Pine Tin Hemp Fishing Rod,weapon,Fishing Rod,주석,삼베,tools.png,,,,,abl_fis,
tl_rod_pine_tin_ramie,소나무 주석 모시 낚싯대,Pine Tin Ramie Fishing Rod,weapon,Fishing Rod,주석,모시,tools.png,,,,,abl_fis,
tl_rod_pine_tin_agave,소나무 주석 용설란 낚싯대,Pine Tin Agave Fishing Rod,weapon,Fishing Rod,주석,용설란,tools.png,,,,,abl_fis,
tl_tra_pine,소나무 낚시통발,Pine Fishing Trap,weapon,Fishing Trap,,,tools.png,,,,,Fishing Trap,
tl_tra_pine_tin,소나무 주석 낚시통발,Pine Tin Fishing Trap,weapon,Fishing Trap,주석,,tools.png,,,,,Fishing Trap,
tl_tra_pine_tin_amethyst,자수정 소나무 주석 낚시통발,Amethyst Pine Tin Fishing Trap,weapon,Fishing Trap,주석,,tools.png,,,,,Fishing Trap,
tl_tra_pine_tin_topaz,토파즈 소나무 주석 낚시통발,Topaz Pine Tin Fishing Trap,weapon,Fishing Trap,주석,,tools.png,,,,,Fishing Trap,
tl_tra_pine_tin_emerald,에메랄드 소나무 주석 낚시통발,Emerald Pine Tin Fishing Trap,weapon,Fishing Trap,주석,,tools.png,,,,,Fishing Trap,
tl_tra_pine_tin_ruby,루비 소나무 주석 낚시통발,Ruby Pine Tin Fishing Trap,weapon,Fishing Trap,주석,,tools.png,,,,,Fishing Trap,
tl_tra_pine_tin_diamond,다이아몬드 소나무 주석 낚시통발,Diamond Pine Tin Fishing Trap,weapon,Fishing Trap,주석,,tools.png,,,,,Fishing Trap,
tl_net_pine,소나무 곤충 채집망,Pine Bug Net,weapon,Bug Net,,,tools.png,,,,,abl_ins,
tl_net_pine_tin,소나무 주석 곤충 채집망,Pine Tin Bug Net,weapon,Bug Net,주석,,tools.png,,,,,abl_ins,
tl_net_pine_tin_amethyst,자수정 소나무 주석 곤충 채집망,Amethyst Pine Tin Bug Net,weapon,Bug Net,주석,,tools.png,,,,,abl_ins,
tl_net_pine_tin_topaz,토파즈 소나무 주석 곤충 채집망,Topaz Pine Tin Bug Net,weapon,Bug Net,주석,,tools.png,,,,,abl_ins,
tl_net_pine_tin_emerald,에메랄드 소나무 주석 곤충 채집망,Emerald Pine Tin Bug Net,weapon,Bug Net,주석,,tools.png,,,,,abl_ins,
tl_net_pine_tin_ruby,루비 소나무 주석 곤충 채집망,Ruby Pine Tin Bug Net,weapon,Bug Net,주석,,tools.png,,,,,abl_ins,
tl_net_pine_tin_diamond,다이아몬드 소나무 주석 곤충 채집망,Diamond Pine Tin Bug Net,weapon,Bug Net,주석,,tools.png,,,,,abl_ins,
tl_ham_pine,소나무 망치,Pine Hammer,weapon,Hammer,,,tools.png,,,,,Hammer,
tl_ham_pine_tin,소나무 주석 망치,Pine Tin Hammer,weapon,Hammer,주석,,tools.png,,,,,Hammer,
tl_ham_pine_tin_amethyst,자수정 소나무 주석 망치,Amethyst Pine Tin Hammer,weapon,Hammer,주석,,tools.png,,,,,Hammer,
tl_ham_pine_tin_topaz,토파즈 소나무 주석 망치,Topaz Pine Tin Hammer,weapon,Hammer,주석,,tools.png,,,,,Hammer,
tl_ham_pine_tin_emerald,에메랄드 소나무 주석 망치,Emerald Pine Tin Hammer,weapon,Hammer,주석,,tools.png,,,,,Hammer,
tl_ham_pine_tin_ruby,루비 소나무 주석 망치,Ruby Pine Tin Hammer,weapon,Hammer,주석,,tools.png,,,,,Hammer,
tl_ham_pine_tin_diamond,다이아몬드 소나무 주석 망치,Diamond Pine Tin Hammer,weapon,Hammer,주석,,tools.png,,,,,Hammer,
tl_hoe_pine,소나무 호미,Pine Hoe,weapon,Hoe,,,tools.png,,,,,abl_gat,
tl_hoe_pine_tin,소나무 주석 호미,Pine Tin Hoe,weapon,Hoe,주석,,tools.png,,,,,abl_gat,
tl_hoe_pine_tin_amethyst,자수정 소나무 주석 호미,Amethyst Pine Tin Hoe,weapon,Hoe,주석,,tools.png,,,,,abl_gat,
tl_hoe_pine_tin_topaz,토파즈 소나무 주석 호미,Topaz Pine Tin Hoe,weapon,Hoe,주석,,tools.png,,,,,abl_gat,
tl_hoe_pine_tin_emerald,에메랄드 소나무 주석 호미,Emerald Pine Tin Hoe,weapon,Hoe,주석,,tools.png,,,,,abl_gat,
tl_hoe_pine_tin_ruby,루비 소나무 주석 호미,Ruby Pine Tin Hoe,weapon,Hoe,주석,,tools.png,,,,,abl_gat,
tl_hoe_pine_tin_diamond,다이아몬드 소나무 주석 호미,Diamond Pine Tin Hoe,weapon,Hoe,주석,,tools.png,,,,,abl_gat,
tl_sho_pine,소나무 삽,Pine Shovel,weapon,Shovel,,,tools.png,,,,,Shovel,
tl_sho_pine_tin,소나무 주석 삽,Pine Tin Shovel,weapon,Shovel,주석,,tools.png,,,,,Shovel,
tl_sho_pine_tin_amethyst,자수정 소나무 주석 삽,Amethyst Pine Tin Shovel,weapon,Shovel,주석,,tools.png,,,,,Shovel,
tl_sho_pine_tin_topaz,토파즈 소나무 주석 삽,Topaz Pine Tin Shovel,weapon,Shovel,주석,,tools.png,,,,,Shovel,
tl_sho_pine_tin_emerald,에메랄드 소나무 주석 삽,Emerald Pine Tin Shovel,weapon,Shovel,주석,,tools.png,,,,,Shovel,
tl_sho_pine_tin_ruby,루비 소나무 주석 삽,Ruby Pine Tin Shovel,weapon,Shovel,주석,,tools.png,,,,,Shovel,
tl_sho_pine_tin_diamond,다이아몬드 소나무 주석 삽,Diamond Pine Tin Shovel,weapon,Shovel,주석,,tools.png,,,,,Shovel,
tl_wat_pine,소나무 물뿌리개,Pine Watering Can,weapon,Watering Can,,,tools.png,,,,,Watering Can,
tl_wat_pine_tin,소나무 주석 물뿌리개,Pine Tin Watering Can,weapon,Watering Can,주석,,tools.png,,,,,Watering Can,
tl_wat_pine_tin_amethyst,자수정 소나무 주석 물뿌리개,Amethyst Pine Tin Watering Can,weapon,Watering Can,주석,,tools.png,,,,,Watering Can,
tl_wat_pine_tin_topaz,토파즈 소나무 주석 물뿌리개,Topaz Pine Tin Watering Can,weapon,Watering Can,주석,,tools.png,,,,,Watering Can,
tl_wat_pine_tin_emerald,에메랄드 소나무 주석 물뿌리개,Emerald Pine Tin Watering Can,weapon,Watering Can,주석,,tools.png,,,,,Watering Can,
tl_wat_pine_tin_ruby,루비 소나무 주석 물뿌리개,Ruby Pine Tin Watering Can,weapon,Watering Can,주석,,tools.png,,,,,Watering Can,
tl_wat_pine_tin_diamond,다이아몬드 소나무 주석 물뿌리개,Diamond Pine Tin Watering Can,weapon,Watering Can,주석,,tools.png,,,,,Watering Can,
tl_rod_pine_iron,소나무 철 낚싯대,Pine Iron Fishing Rod,weapon,Fishing Rod,철,,tools.png,,,,,abl_fis,
tl_rod_pine_iron_linen,아마 소나무 철 낚싯대,Linen Pine Iron Fishing Rod,weapon,Fishing Rod,철,,tools.png,,,,,abl_fis,
tl_rod_pine_iron_cotton,목화 소나무 철 낚싯대,Cotton Pine Iron Fishing Rod,weapon,Fishing Rod,철,,tools.png,,,,,abl_fis,
tl_rod_pine_iron_hemp,삼베 소나무 철 낚싯대,Hemp Pine Iron Fishing Rod,weapon,Fishing Rod,철,,tools.png,,,,,abl_fis,
tl_rod_pine_iron_ramie,모시 소나무 철 낚싯대,Ramie Pine Iron Fishing Rod,weapon,Fishing Rod,철,,tools.png,,,,,abl_fis,
tl_rod_pine_iron_agave,용설란 소나무 철 낚싯대,Agave Pine Iron Fishing Rod,weapon,Fishing Rod,철,,tools.png,,,,,abl_fis,
tl_tra_pine_iron,소나무 철 낚시통발,Pine Iron Fishing Trap,weapon,Fishing Trap,철,,tools.png,,,,,Fishing Trap,
tl_tra_pine_iron_amethyst,자수정 소나무 철 낚시통발,Amethyst Pine Iron Fishing Trap,weapon,Fishing Trap,철,,tools.png,,,,,Fishing Trap,
tl_tra_pine_iron_topaz,토파즈 소나무 철 낚시통발,Topaz Pine Iron Fishing Trap,weapon,Fishing Trap,철,,tools.png,,,,,Fishing Trap,
tl_tra_pine_iron_emerald,에메랄드 소나무 철 낚시통발,Emerald Pine Iron Fishing Trap,weapon,Fishing Trap,철,,tools.png,,,,,Fishing Trap,
tl_tra_pine_iron_ruby,루비 소나무 철 낚시통발,Ruby Pine Iron Fishing Trap,weapon,Fishing Trap,철,,tools.png,,,,,Fishing Trap,
tl_tra_pine_iron_diamond,다이아몬드 소나무 철 낚시통발,Diamond Pine Iron Fishing Trap,weapon,Fishing Trap,철,,tools.png,,,,,Fishing Trap,
tl_net_pine_iron,소나무 철 곤충 채집망,Pine Iron Bug Net,weapon,Bug Net,철,,tools.png,,,,,abl_ins,
tl_net_pine_iron_amethyst,자수정 소나무 철 곤충 채집망,Amethyst Pine Iron Bug Net,weapon,Bug Net,철,,tools.png,,,,,abl_ins,
tl_net_pine_iron_topaz,토파즈 소나무 철 곤충 채집망,Topaz Pine Iron Bug Net,weapon,Bug Net,철,,tools.png,,,,,abl_ins,
tl_net_pine_iron_emerald,에메랄드 소나무 철 곤충 채집망,Emerald Pine Iron Bug Net,weapon,Bug Net,철,,tools.png,,,,,abl_ins,
tl_net_pine_iron_ruby,루비 소나무 철 곤충 채집망,Ruby Pine Iron Bug Net,weapon,Bug Net,철,,tools.png,,,,,abl_ins,
tl_net_pine_iron_diamond,다이아몬드 소나무 철 곤충 채집망,Diamond Pine Iron Bug Net,weapon,Bug Net,철,,tools.png,,,,,abl_ins,
tl_ham_pine_iron,소나무 철 망치,Pine Iron Hammer,weapon,Hammer,철,,tools.png,,,,,Hammer,
tl_ham_pine_iron_amethyst,자수정 소나무 철 망치,Amethyst Pine Iron Hammer,weapon,Hammer,철,,tools.png,,,,,Hammer,
tl_ham_pine_iron_topaz,토파즈 소나무 철 망치,Topaz Pine Iron Hammer,weapon,Hammer,철,,tools.png,,,,,Hammer,
tl_ham_pine_iron_emerald,에메랄드 소나무 철 망치,Emerald Pine Iron Hammer,weapon,Hammer,철,,tools.png,,,,,Hammer,
tl_ham_pine_iron_ruby,루비 소나무 철 망치,Ruby Pine Iron Hammer,weapon,Hammer,철,,tools.png,,,,,Hammer,
tl_ham_pine_iron_diamond,다이아몬드 소나무 철 망치,Diamond Pine Iron Hammer,weapon,Hammer,철,,tools.png,,,,,Hammer,
tl_hoe_pine_iron,소나무 철 호미,Pine Iron Hoe,weapon,Hoe,철,,tools.png,,,,,abl_gat,
tl_hoe_pine_iron_amethyst,자수정 소나무 철 호미,Amethyst Pine Iron Hoe,weapon,Hoe,철,,tools.png,,,,,abl_gat,
tl_hoe_pine_iron_topaz,토파즈 소나무 철 호미,Topaz Pine Iron Hoe,weapon,Hoe,철,,tools.png,,,,,abl_gat,
tl_hoe_pine_iron_emerald,에메랄드 소나무 철 호미,Emerald Pine Iron Hoe,weapon,Hoe,철,,tools.png,,,,,abl_gat,
tl_hoe_pine_iron_ruby,루비 소나무 철 호미,Ruby Pine Iron Hoe,weapon,Hoe,철,,tools.png,,,,,abl_gat,
tl_hoe_pine_iron_diamond,다이아몬드 소나무 철 호미,Diamond Pine Iron Hoe,weapon,Hoe,철,,tools.png,,,,,abl_gat,
tl_sho_pine_iron,소나무 철 삽,Pine Iron Shovel,weapon,Shovel,철,,tools.png,,,,,Shovel,
tl_sho_pine_iron_amethyst,자수정 소나무 철 삽,Amethyst Pine Iron Shovel,weapon,Shovel,철,,tools.png,,,,,Shovel,
tl_sho_pine_iron_topaz,토파즈 소나무 철 삽,Topaz Pine Iron Shovel,weapon,Shovel,철,,tools.png,,,,,Shovel,
tl_sho_pine_iron_emerald,에메랄드 소나무 철 삽,Emerald Pine Iron Shovel,weapon,Shovel,철,,tools.png,,,,,Shovel,
tl_sho_pine_iron_ruby,루비 소나무 철 삽,Ruby Pine Iron Shovel,weapon,Shovel,철,,tools.png,,,,,Shovel,
tl_sho_pine_iron_diamond,다이아몬드 소나무 철 삽,Diamond Pine Iron Shovel,weapon,Shovel,철,,tools.png,,,,,Shovel,
tl_wat_pine_iron,소나무 철 물뿌리개,Pine Iron Watering Can,weapon,Watering Can,철,,tools.png,,,,,Watering Can,
tl_wat_pine_iron_amethyst,자수정 소나무 철 물뿌리개,Amethyst Pine Iron Watering Can,weapon,Watering Can,철,,tools.png,,,,,Watering Can,
tl_wat_pine_iron_topaz,토파즈 소나무 철 물뿌리개,Topaz Pine Iron Watering Can,weapon,Watering Can,철,,tools.png,,,,,Watering Can,
tl_wat_pine_iron_emerald,에메랄드 소나무 철 물뿌리개,Emerald Pine Iron Watering Can,weapon,Watering Can,철,,tools.png,,,,,Watering Can,
tl_wat_pine_iron_ruby,루비 소나무 철 물뿌리개,Ruby Pine Iron Watering Can,weapon,Watering Can,철,,tools.png,,,,,Watering Can,
tl_wat_pine_iron_diamond,다이아몬드 소나무 철 물뿌리개,Diamond Pine Iron Watering Can,weapon,Watering Can,철,,tools.png,,,,,Watering Can,
tl_rod_pine_copper,소나무 구리 낚싯대,Pine Copper Fishing Rod,weapon,Fishing Rod,구리,,tools.png,,,,,abl_fis,
tl_rod_pine_copper_linen,소나무 구리 아마 낚싯대,Pine Copper Linen Fishing Rod,weapon,Fishing Rod,구리,아마,tools.png,,,,,abl_fis,
tl_rod_pine_copper_cotton,소나무 구리 목화 낚싯대,Pine Copper Cotton Fishing Rod,weapon,Fishing Rod,구리,목화,tools.png,,,,,abl_fis,
tl_rod_pine_copper_hemp,소나무 구리 삼베 낚싯대,Pine Copper Hemp Fishing Rod,weapon,Fishing Rod,구리,삼베,tools.png,,,,,abl_fis,
tl_rod_pine_copper_ramie,소나무 구리 모시 낚싯대,Pine Copper Ramie Fishing Rod,weapon,Fishing Rod,구리,모시,tools.png,,,,,abl_fis,
tl_rod_pine_copper_agave,소나무 구리 용설란 낚싯대,Pine Copper Agave Fishing Rod,weapon,Fishing Rod,구리,용설란,tools.png,,,,,abl_fis,
tl_tra_pine_copper,소나무 구리 낚시통발,Pine Copper Fishing Trap,weapon,Fishing Trap,구리,,tools.png,,,,,Fishing Trap,
tl_tra_pine_copper_amethyst,자수정 소나무 구리 낚시통발,Amethyst Pine Copper Fishing Trap,weapon,Fishing Trap,구리,,tools.png,,,,,Fishing Trap,
tl_tra_pine_copper_topaz,토파즈 소나무 구리 낚시통발,Topaz Pine Copper Fishing Trap,weapon,Fishing Trap,구리,,tools.png,,,,,Fishing Trap,
tl_tra_pine_copper_emerald,에메랄드 소나무 구리 낚시통발,Emerald Pine Copper Fishing Trap,weapon,Fishing Trap,구리,,tools.png,,,,,Fishing Trap,
tl_tra_pine_copper_ruby,루비 소나무 구리 낚시통발,Ruby Pine Copper Fishing Trap,weapon,Fishing Trap,구리,,tools.png,,,,,Fishing Trap,
tl_tra_pine_copper_diamond,다이아몬드 소나무 구리 낚시통발,Diamond Pine Copper Fishing Trap,weapon,Fishing Trap,구리,,tools.png,,,,,Fishing Trap,
tl_net_pine_copper,소나무 구리 곤충 채집망,Pine Copper Bug Net,weapon,Bug Net,구리,,tools.png,,,,,abl_ins,
tl_net_pine_copper_amethyst,자수정 소나무 구리 곤충 채집망,Amethyst Pine Copper Bug Net,weapon,Bug Net,구리,,tools.png,,,,,abl_ins,
tl_net_pine_copper_topaz,토파즈 소나무 구리 곤충 채집망,Topaz Pine Copper Bug Net,weapon,Bug Net,구리,,tools.png,,,,,abl_ins,
tl_net_pine_copper_emerald,에메랄드 소나무 구리 곤충 채집망,Emerald Pine Copper Bug Net,weapon,Bug Net,구리,,tools.png,,,,,abl_ins,
tl_net_pine_copper_ruby,루비 소나무 구리 곤충 채집망,Ruby Pine Copper Bug Net,weapon,Bug Net,구리,,tools.png,,,,,abl_ins,
tl_net_pine_copper_diamond,다이아몬드 소나무 구리 곤충 채집망,Diamond Pine Copper Bug Net,weapon,Bug Net,구리,,tools.png,,,,,abl_ins,
tl_ham_pine_copper,소나무 구리 망치,Pine Copper Hammer,weapon,Hammer,구리,,tools.png,,,,,Hammer,
tl_ham_pine_copper_amethyst,자수정 소나무 구리 망치,Amethyst Pine Copper Hammer,weapon,Hammer,구리,,tools.png,,,,,Hammer,
tl_ham_pine_copper_topaz,토파즈 소나무 구리 망치,Topaz Pine Copper Hammer,weapon,Hammer,구리,,tools.png,,,,,Hammer,
tl_ham_pine_copper_emerald,에메랄드 소나무 구리 망치,Emerald Pine Copper Hammer,weapon,Hammer,구리,,tools.png,,,,,Hammer,
tl_ham_pine_copper_ruby,루비 소나무 구리 망치,Ruby Pine Copper Hammer,weapon,Hammer,구리,,tools.png,,,,,Hammer,
tl_ham_pine_copper_diamond,다이아몬드 소나무 구리 망치,Diamond Pine Copper Hammer,weapon,Hammer,구리,,tools.png,,,,,Hammer,
tl_hoe_pine_copper,소나무 구리 호미,Pine Copper Hoe,weapon,Hoe,구리,,tools.png,,,,,abl_gat,
tl_hoe_pine_copper_amethyst,자수정 소나무 구리 호미,Amethyst Pine Copper Hoe,weapon,Hoe,구리,,tools.png,,,,,abl_gat,
tl_hoe_pine_copper_topaz,토파즈 소나무 구리 호미,Topaz Pine Copper Hoe,weapon,Hoe,구리,,tools.png,,,,,abl_gat,
tl_hoe_pine_copper_emerald,에메랄드 소나무 구리 호미,Emerald Pine Copper Hoe,weapon,Hoe,구리,,tools.png,,,,,abl_gat,
tl_hoe_pine_copper_ruby,루비 소나무 구리 호미,Ruby Pine Copper Hoe,weapon,Hoe,구리,,tools.png,,,,,abl_gat,
tl_hoe_pine_copper_diamond,다이아몬드 소나무 구리 호미,Diamond Pine Copper Hoe,weapon,Hoe,구리,,tools.png,,,,,abl_gat,
tl_sho_pine_copper,소나무 구리 삽,Pine Copper Shovel,weapon,Shovel,구리,,tools.png,,,,,Shovel,
tl_sho_pine_copper_amethyst,자수정 소나무 구리 삽,Amethyst Pine Copper Shovel,weapon,Shovel,구리,,tools.png,,,,,Shovel,
tl_sho_pine_copper_topaz,토파즈 소나무 구리 삽,Topaz Pine Copper Shovel,weapon,Shovel,구리,,tools.png,,,,,Shovel,
tl_sho_pine_copper_emerald,에메랄드 소나무 구리 삽,Emerald Pine Copper Shovel,weapon,Shovel,구리,,tools.png,,,,,Shovel,
tl_sho_pine_copper_ruby,루비 소나무 구리 삽,Ruby Pine Copper Shovel,weapon,Shovel,구리,,tools.png,,,,,Shovel,
tl_sho_pine_copper_diamond,다이아몬드 소나무 구리 삽,Diamond Pine Copper Shovel,weapon,Shovel,구리,,tools.png,,,,,Shovel,
tl_wat_pine_copper,소나무 구리 물뿌리개,Pine Copper Watering Can,weapon,Watering Can,구리,,tools.png,,,,,Watering Can,
tl_wat_pine_copper_amethyst,자수정 소나무 구리 물뿌리개,Amethyst Pine Copper Watering Can,weapon,Watering Can,구리,,tools.png,,,,,Watering Can,
tl_wat_pine_copper_topaz,토파즈 소나무 구리 물뿌리개,Topaz Pine Copper Watering Can,weapon,Watering Can,구리,,tools.png,,,,,Watering Can,
tl_wat_pine_copper_emerald,에메랄드 소나무 구리 물뿌리개,Emerald Pine Copper Watering Can,weapon,Watering Can,구리,,tools.png,,,,,Watering Can,
tl_wat_pine_copper_ruby,루비 소나무 구리 물뿌리개,Ruby Pine Copper Watering Can,weapon,Watering Can,구리,,tools.png,,,,,Watering Can,
tl_wat_pine_copper_diamond,다이아몬드 소나무 구리 물뿌리개,Diamond Pine Copper Watering Can,weapon,Watering Can,구리,,tools.png,,,,,Watering Can,
tl_rod_pine_silver,소나무 은 낚싯대,Pine Silver Fishing Rod,weapon,Fishing Rod,은,,tools.png,,,,,abl_fis,
tl_rod_pine_silver_linen,소나무 은 아마 낚싯대,Pine Silver Linen Fishing Rod,weapon,Fishing Rod,은,아마,tools.png,,,,,abl_fis,
tl_rod_pine_silver_cotton,소나무 은 목화 낚싯대,Pine Silver Cotton Fishing Rod,weapon,Fishing Rod,은,목화,tools.png,,,,,abl_fis,
tl_rod_pine_silver_hemp,소나무 은 삼베 낚싯대,Pine Silver Hemp Fishing Rod,weapon,Fishing Rod,은,삼베,tools.png,,,,,abl_fis,
tl_rod_pine_silver_ramie,소나무 은 모시 낚싯대,Pine Silver Ramie Fishing Rod,weapon,Fishing Rod,은,모시,tools.png,,,,,abl_fis,
tl_rod_pine_silver_agave,소나무 은 용설란 낚싯대,Pine Silver Agave Fishing Rod,weapon,Fishing Rod,은,용설란,tools.png,,,,,abl_fis,
tl_tra_pine_silver,소나무 은 낚시통발,Pine Silver Fishing Trap,weapon,Fishing Trap,은,,tools.png,,,,,Fishing Trap,
tl_tra_pine_silver_amethyst,자수정 소나무 은 낚시통발,Amethyst Pine Silver Fishing Trap,weapon,Fishing Trap,은,,tools.png,,,,,Fishing Trap,
tl_tra_pine_silver_topaz,토파즈 소나무 은 낚시통발,Topaz Pine Silver Fishing Trap,weapon,Fishing Trap,은,,tools.png,,,,,Fishing Trap,
tl_tra_pine_silver_emerald,에메랄드 소나무 은 낚시통발,Emerald Pine Silver Fishing Trap,weapon,Fishing Trap,은,,tools.png,,,,,Fishing Trap,
tl_tra_pine_silver_ruby,루비 소나무 은 낚시통발,Ruby Pine Silver Fishing Trap,weapon,Fishing Trap,은,,tools.png,,,,,Fishing Trap,
tl_tra_pine_silver_diamond,다이아몬드 소나무 은 낚시통발,Diamond Pine Silver Fishing Trap,weapon,Fishing Trap,은,,tools.png,,,,,Fishing Trap,
tl_net_pine_silver,소나무 은 곤충 채집망,Pine Silver Bug Net,weapon,Bug Net,은,,tools.png,,,,,abl_ins,
tl_net_pine_silver_amethyst,자수정 소나무 은 곤충 채집망,Amethyst Pine Silver Bug Net,weapon,Bug Net,은,,tools.png,,,,,abl_ins,
tl_net_pine_silver_topaz,토파즈 소나무 은 곤충 채집망,Topaz Pine Silver Bug Net,weapon,Bug Net,은,,tools.png,,,,,abl_ins,
tl_net_pine_silver_emerald,에메랄드 소나무 은 곤충 채집망,Emerald Pine Silver Bug Net,weapon,Bug Net,은,,tools.png,,,,,abl_ins,
tl_net_pine_silver_ruby,루비 소나무 은 곤충 채집망,Ruby Pine Silver Bug Net,weapon,Bug Net,은,,tools.png,,,,,abl_ins,
tl_net_pine_silver_diamond,다이아몬드 소나무 은 곤충 채집망,Diamond Pine Silver Bug Net,weapon,Bug Net,은,,tools.png,,,,,abl_ins,
tl_ham_pine_silver,소나무 은 망치,Pine Silver Hammer,weapon,Hammer,은,,tools.png,,,,,Hammer,
tl_ham_pine_silver_amethyst,자수정 소나무 은 망치,Amethyst Pine Silver Hammer,weapon,Hammer,은,,tools.png,,,,,Hammer,
tl_ham_pine_silver_topaz,토파즈 소나무 은 망치,Topaz Pine Silver Hammer,weapon,Hammer,은,,tools.png,,,,,Hammer,
tl_ham_pine_silver_emerald,에메랄드 소나무 은 망치,Emerald Pine Silver Hammer,weapon,Hammer,은,,tools.png,,,,,Hammer,
tl_ham_pine_silver_ruby,루비 소나무 은 망치,Ruby Pine Silver Hammer,weapon,Hammer,은,,tools.png,,,,,Hammer,
tl_ham_pine_silver_diamond,다이아몬드 소나무 은 망치,Diamond Pine Silver Hammer,weapon,Hammer,은,,tools.png,,,,,Hammer,
tl_hoe_pine_silver,소나무 은 호미,Pine Silver Hoe,weapon,Hoe,은,,tools.png,,,,,abl_gat,
